Filename,Bytes,Entropy,Chi-square,Mean,Monte-Carlo-Pi,Serial-Correlation
a947b6265e4273af26dfa3aa7400946aeab229ac994dfb07d33b8c7dbd89d46d.elf,56606,6.172390,666144.148041,92.183443,3.508586,0.283460
ab27f6c7634e9efc13fb2db29216a0a8,8480,4.248794,579708.739623,47.864858,3.756546,0.551713
afa8a32ec29a31f152ba20a30eb483520fe50f2dce6c9aa9135d88f7c9c511d7.elf,338122,6.381313,2900579.627271,94.185619,3.373095,0.322392
arc5l,84290,5.064368,3485192.610227,80.341974,3.329442,0.473216
arc64,86658,5.140732,3486695.592836,76.296453,3.420619,0.467399
arc64.1,87298,5.129363,3545508.048982,75.928303,3.435838,0.467111
b092fa82c44bd26747cd0a238bd1d81029855dc6b039e1ec9e9c9fbe9dac597d.elf,75294,6.288876,742724.477754,93.479441,3.501474,0.275699
b5a8516154526c6337caf6b316ed2bf612be7a5ced849ac73a09c4ec4e753166.elf,49008,5.524114,1183265.279791,82.272119,3.483839,0.423776
bash,282629,4.958933,12702450.492904,66.454423,3.677480,0.495964
bash.1,282469,4.959552,12701727.779342,66.422967,3.675772,0.496356
bash.2,282565,4.959279,12700187.856723,66.433815,3.674863,0.495776
bash.3,282469,4.958684,12706039.140207,66.400352,3.680275,0.495492
bash.4,282533,4.959106,12703093.428799,66.409457,3.675076,0.495812
bash.5,282597,4.960140,12704778.939589,66.438770,3.678804,0.496156
c4218f2f52d9271d7abe42d68bd8555f125589ebd857c53cc77d9b00b385b8a7.elf,120297,5.991083,2033180.718114,90.648237,3.380119,0.440665
c851900d3053c568a6fc06954dfe9669af341688f0e7b9395edbfdce8dcc9062.elf,155016,6.196295,2035313.665067,85.545447,3.553491,0.431651
c8c246c326471e3825d3ca9663c0e56c,112735,6.038909,1781060.761884,89.789364,3.441375,0.418972
ce0efa630175ce9a8bee1758994ea02df33cb36e136ab9aec632b0126f91bbce.elf,75198,6.292604,738796.292189,93.508936,3.495731,0.275947
d0188e8a46a68363e7852e6a61b2bb65b461458c175764c735292be9da020d36.elf,61598,6.252703,641781.927920,92.079288,3.516852,0.283611
d661a2eb46380a121dd4625e9997b857b1911494d68cb06cb5c06a19e4a5a028.elf,61630,6.249179,642352.769950,92.213029,3.512803,0.281776
dffb31311e22e5cf804b010bfab84944de6bdf596f3bdad5e5fd57fde68329ad.elf,83966,6.214814,944471.813020,94.996749,3.436330,0.276371
do.x86,75651,5.865249,1247370.985909,100.333386,3.118972,0.420382
e0a10d6ea3f6debeb7882586b7b8452c1cf01d922bbf62fba57d3317e000bb04.elf,77502,6.298336,758978.901757,93.455266,3.505148,0.278798
e54ad8dadb4dadcdf6c0e3a13a077192,117011,6.052516,1985763.463256,85.428062,3.531101,0.367386
e840315f365377541d062a6c0e353bc6f6c3e7c32c53cc4b325127fb8680de9c.elf,70590,6.305938,692230.531407,93.339312,3.508712,0.270834
e8adcbe01f9303f82ec813bcb934f85f47d45c98ad1f8fa154ef3f7f705b4cb1.elf,122103,6.105043,1771993.864451,90.930280,3.418575,0.433854
ecad7f662eef8b387ca73d3134c160dcaf1babce36f3abeca0a45307a32007ad.elf,26686,5.933754,378511.809188,88.615529,3.530470,0.290846
f0fd6a084c2403c343ecb5e8a0fba089a0edd895e214d56cd29e7061d3644230.elf,60390,6.235855,593744.379334,97.331562,3.416990,0.270308
f5968ced46e935dbe5f5e82dc635dc85090b3edf17e399edd40474a69ce5be8e.elf,157254,5.314863,4814714.523383,75.806555,3.566103,0.429317
f97396cb3dc5e9d24f1e85fd35bc4035d7a54057c0219121786f5428770a29ce.elf,37372,7.959288,3245.703093,123.650541,3.177264,0.038790
f9f969a431b4334e480cc7659c865418df5220bd694dc0617e1af65678bd7834.elf,124446,6.345210,1229119.697572,93.014617,3.536956,0.261088
fc971b9bf221082057f917bd4afd425097ce7ce0258c97e9ceb4892858eb0af1.elf,122360,6.104862,1778603.194770,90.882176,3.404502,0.434218
ff13b9d3942b0f176613a288a016be0b09c531e60fee992efb24e95aa613c0d7.elf,120297,5.990207,2036037.991962,90.672170,3.390892,0.440876
FUS4,213696,5.328717,7545908.928422,69.350694,3.661725,0.476631
fyfa3,108526,6.111295,1723748.508966,85.765964,3.518107,0.345116
HIH4,213792,5.328267,7550391.874270,69.262208,3.660193,0.474685
hohox86,22836,4.759338,1133198.365388,68.725346,3.428271,0.552141
IOK4,217288,5.340363,7630814.247782,69.399534,3.661346,0.475850
k5l,115099,5.954943,1878704.116969,93.404947,3.297712,0.421287
k5l.1,115195,5.952700,1879433.641313,93.424307,3.306006,0.421823
k64,122214,5.995687,1950943.422096,89.265395,3.408120,0.411691
k64.1,121702,5.989559,1947843.434718,89.381596,3.393186,0.411718
k64.2,46576,5.380223,1273949.576091,89.315420,3.241433,0.560857
ohx64,149628,6.037919,2578503.314032,83.718823,3.539177,0.425774
SSS4,213600,5.328492,7547898.769738,69.325211,3.661348,0.475687
